HeatMiser_ID	Distance_Feature	Speeding_Feature	Location Type	OSHA
2018_2160	189.13	6	Warehouse	Safe
2018_2161	60.75	39	Office	Compliant
2018_2162	45.53	4	Office	Safe
2018_2163	59.24	35	Office	Compliant
2018_2164	63.96	5	Office	Safe
2018_2165	53.83	36	Office	Compliant
2018_2166	50.96	6	Office	Safe
2018_2167	46.95	8	Office	Safe
2018_2168	51.01	5	Office	Safe
2018_2169	34.04	9	Office	Safe
2018_2170	30.52	11	Office	Safe
2018_2171	66.04	5	Office	Safe
2018_2172	57.02	37	Office	Compliant
2018_2173	49.02	7	Office	Safe
2018_2174	49.01	4	Office	Safe
2018_2175	54.65	4	Office	Safe
2018_2176	186.03	65	Warehouse	NonCompliant
2018_2177	189.85	9	Warehouse	Safe
2018_2178	56.53	5	Office	Safe
2018_2179	48.87	25	Office	Compliant
2018_2180	37.26	1	Office	Safe
2018_2181	35.54	7	Office	Safe
2018_2182	53.42	7	Office	Safe
2018_2183	168.98	14	Warehouse	Safe
2018_2184	56.77	7	Office	Safe
2018_2185	55.45	8	Office	Safe
2018_2186	48.79	2	Office	Safe
2018_2187	161.98	9	Warehouse	Safe
2018_2188	52.32	6	Office	Safe
2018_2189	211.34	15	Warehouse	Safe
2018_2190	54.8	8	Office	Safe
2018_2191	56.38	10	Office	Safe
2018_2192	58.13	7	Office	Safe
2018_2193	46.12	33	Office	Compliant
2018_2194	63.5	4	Office	Safe
2018_2195	60.97	9	Office	Safe
2018_2196	54.1	4	Office	Safe
2018_2197	45.35	4	Office	Safe
2018_2198	186.51	15	Warehouse	Safe
2018_2199	67.74	1	Office	Safe
2018_2200	187.13	19	Warehouse	Safe
2018_2201	165.58	6	Warehouse	Safe
2018_2202	174.41	36	Warehouse	Compliant
2018_2203	53.59	2	Office	Safe
2018_2204	52.4	3	Office	Safe
2018_2205	55.84	5	Office	Safe
2018_2206	203.91	12	Warehouse	Safe
2018_2207	31.62	5	Office	Safe
2018_2208	44.97	9	Office	Safe
2018_2209	242.37	15	Warehouse	Safe
2018_2210	62.91	7	Office	Safe
2018_2211	55.71	5	Office	Safe
2018_2212	47.48	3	Office	Safe
2018_2213	52.09	8	Office	Safe
2018_2214	62.34	3	Office	Safe
2018_2215	55.85	5	Office	Safe
2018_2216	65.54	39	Office	Compliant
2018_2217	65.59	9	Office	Safe
2018_2218	193.01	43	Warehouse	Compliant
2018_2219	174.91	14	Warehouse	Safe
2018_2220	66.67	5	Office	Safe
2018_2221	48.42	5	Office	Safe
2018_2222	37.14	41	Office	NonCompliant
2018_2223	51.77	5	Office	Safe
2018_2224	25.69	8	Office	Safe
2018_2225	32.94	7	Office	Safe
2018_2226	53.39	7	Office	Safe
2018_2227	45.15	5	Office	Safe
2018_2228	51.24	5	Office	Safe
2018_2229	175.16	13	Warehouse	Safe
2018_2230	29.42	7	Office	Safe
2018_2231	191.82	7	Warehouse	Safe
2018_2232	59.51	30	Office	Compliant
2018_2233	45.94	3	Office	Safe
2018_2234	219.29	17	Warehouse	Safe
2018_2235	174.79	10	Warehouse	Safe
2018_2236	57.51	5	Office	Safe
2018_2237	33.5	5	Office	Safe
2018_2238	47.17	5	Office	Safe
2018_2239	47.74	7	Office	Safe
2018_2240	64.19	4	Office	Safe
2018_2241	66.46	6	Office	Safe
2018_2242	50.64	5	Office	Safe
2018_2243	195.01	10	Warehouse	Safe
2018_2244	197.26	76	Warehouse	NonCompliant
2018_2245	45.33	12	Office	Safe
2018_2246	46.15	5	Office	Safe
2018_2247	44.89	1	Office	Safe
2018_2248	156.01	14	Warehouse	Safe
2018_2249	58.67	6	Office	Safe
2018_2250	71.53	49	Office	NonCompliant
2018_2251	70.55	6	Office	Safe
2018_2252	33.77	4	Office	Safe
2018_2253	43.22	7	Office	Safe
2018_2254	47.07	33	Office	Compliant
2018_2255	54.87	6	Office	Safe
2018_2256	42.89	17	Office	Safe
2018_2257	52.1	2	Office	Safe
2018_2258	44.97	6	Office	Safe
2018_2259	54.23	2	Office	Safe
2018_2260	48.74	7	Office	Safe
2018_2261	62.89	5	Office	Safe
2018_2262	46.95	23	Office	Compliant
2018_2263	37.09	7	Office	Safe
2018_2264	203.41	7	Warehouse	Safe
2018_2265	54.84	3	Office	Safe
2018_2266	66.74	6	Office	Safe
2018_2267	32.3	5	Office	Safe
2018_2268	54.38	4	Office	Safe
2018_2269	34.61	6	Office	Safe
2018_2270	59.71	9	Office	Safe
2018_2271	55.65	27	Office	Compliant
2018_2272	74.83	4	Office	Safe
2018_2273	47.89	3	Office	Safe
2018_2274	194.55	6	Warehouse	Safe
2018_2275	50.39	4	Office	Safe
2018_2276	190.97	76	Warehouse	NonCompliant
2018_2277	54.57	3	Office	Safe
2018_2278	50.41	3	Office	Safe
2018_2279	42.21	8	Office	Safe
2018_2280	65.84	6	Office	Safe
2018_2281	50.55	4	Office	Safe
2018_2282	58.82	30	Office	Compliant
2018_2283	33.45	5	Office	Safe
2018_2284	61.06	8	Office	Safe
2018_2285	44.79	31	Office	Compliant
2018_2286	43.1	6	Office	Safe
2018_2287	59.36	7	Office	Safe
2018_2288	26.76	22	Office	Compliant
2018_2289	65.61	4	Office	Safe
2018_2290	47.42	35	Office	Compliant
2018_2291	155.02	9	Warehouse	Safe
2018_2292	168.24	10	Warehouse	Safe
2018_2293	51.57	5	Office	Safe
2018_2294	29.66	1	Office	Safe
2018_2295	59.34	9	Office	Safe
2018_2296	39.97	3	Office	Safe
2018_2297	61.79	3	Office	Safe
2018_2298	71.54	1	Office	Safe
2018_2299	56.71	8	Office	Safe
2018_2300	41.61	4	Office	Safe
2018_2301	52.84	4	Office	Safe
2018_2302	44.84	7	Office	Safe
2018_2303	162.58	1	Warehouse	Safe
2018_2304	34.42	6	Office	Safe
2018_2305	54.23	5	Office	Safe
2018_2306	47.52	8	Office	Safe
2018_2307	40.87	5	Office	Safe
2018_2308	52.52	1	Office	Safe
2018_2309	180.1	14	Warehouse	Safe
2018_2310	53.19	23	Office	Compliant
2018_2311	211.8	9	Warehouse	Safe
2018_2312	46.4	5	Office	Safe
2018_2313	42.39	4	Office	Safe
2018_2314	47.56	5	Office	Safe
2018_2315	164.37	7	Warehouse	Safe
2018_2316	55.2	7	Office	Safe
2018_2317	58.27	1	Office	Safe
2018_2318	37.17	5	Office	Safe
2018_2319	156.87	16	Warehouse	Safe
2018_2320	167.21	5	Warehouse	Safe
2018_2321	40.54	5	Office	Safe
2018_2322	55.52	8	Office	Safe
2018_2323	190.13	52	Warehouse	Compliant
2018_2324	62.81	7	Office	Safe
2018_2325	210.4	10	Warehouse	Safe
2018_2326	48.5	7	Office	Safe
2018_2327	58.23	6	Office	Safe
2018_2328	60.65	5	Office	Safe
2018_2329	53.51	44	Office	NonCompliant
2018_2330	61.67	5	Office	Safe
2018_2331	44.44	3	Office	Safe
2018_2332	55.73	1	Office	Safe
2018_2333	197.99	95	Warehouse	NonCompliant
2018_2334	34.86	3	Office	Safe
2018_2335	35.24	2	Office	Safe
2018_2336	50.28	6	Office	Safe
2018_2337	38.76	6	Office	Safe
2018_2338	40.92	7	Office	Safe
2018_2339	55.95	8	Office	Safe
2018_2340	51.24	5	Office	Safe
2018_2341	53.38	7	Office	Safe
2018_2342	62.58	5	Office	Safe
2018_2343	43.5	8	Office	Safe
2018_2344	52.93	41	Office	NonCompliant
2018_2345	66.57	2	Office	Safe
2018_2346	85.36	17	Office	Safe
2018_2347	57.08	6	Office	Safe
2018_2348	40.43	40	Office	NonCompliant
2018_2349	69.63	5	Office	Safe
2018_2350	38.14	5	Office	Safe
2018_2351	61.32	4	Office	Safe
2018_2352	43.03	7	Office	Safe
2018_2353	66.46	6	Office	Safe
2018_2354	65.55	3	Office	Safe
2018_2355	56.55	2	Office	Safe
2018_2356	64.56	53	Office	NonCompliant
2018_2357	45.89	7	Office	Safe
2018_2358	58.12	8	Office	Safe
2018_2359	48.38	6	Office	Safe
2018_2360	47.21	4	Office	Safe
2018_2361	47.75	20	Office	Compliant
2018_2362	49.33	7	Office	Safe
2018_2363	74.88	7	Office	Safe
2018_2364	66.17	6	Office	Safe
2018_2365	162.9	10	Warehouse	Safe
2018_2366	36.88	7	Office	Safe
2018_2367	48.66	45	Office	NonCompliant
2018_2368	32.33	7	Office	Safe
2018_2369	40.17	2	Office	Safe
2018_2370	27.4	30	Office	Compliant
2018_2371	56.54	39	Office	Compliant
2018_2372	38.03	43	Office	NonCompliant
2018_2373	49.96	1	Office	Safe
2018_2374	56.09	9	Office	Safe
2018_2375	25.9	3	Office	Safe
2018_2376	57.14	5	Office	Safe
2018_2377	42.1	6	Office	Safe
2018_2378	39.87	5	Office	Safe
2018_2379	65.7	5	Office	Safe
2018_2380	63.84	1	Office	Safe
2018_2381	45.17	5	Office	Safe
2018_2382	43.19	5	Office	Safe
2018_2383	67.15	17	Office	Safe
2018_2384	174.29	10	Warehouse	Safe
2018_2385	200.77	79	Warehouse	NonCompliant
2018_2386	34.74	8	Office	Safe
2018_2387	50.55	41	Office	NonCompliant
2018_2388	52.6	7	Office	Safe
2018_2389	48.46	6	Office	Safe
2018_2390	63.72	8	Office	Safe
2018_2391	63.24	3	Office	Safe
2018_2392	43.98	6	Office	Safe
2018_2393	56.12	2	Office	Safe
2018_2394	42.9	6	Office	Safe
2018_2395	38.43	4	Office	Safe
2018_2396	55.88	3	Office	Safe
2018_2397	48.03	8	Office	Safe
2018_2398	42.55	10	Office	Safe
2018_2399	47.22	7	Office	Safe
2018_2400	38.47	2	Office	Safe
2018_2401	48.48	1	Office	Safe
2018_2402	70.29	8	Office	Safe
2018_2403	217.91	3	Warehouse	Safe
2018_2404	62.46	5	Office	Safe
2018_2405	57.87	5	Office	Safe
2018_2406	49.27	5	Office	Safe
2018_2407	49.36	23	Office	Compliant
2018_2408	170.38	16	Warehouse	Safe
2018_2409	207.34	9	Warehouse	Safe
2018_2410	198.44	3	Warehouse	Safe
2018_2411	64.66	24	Office	Compliant
2018_2412	56.02	5	Office	Safe
2018_2413	48.21	2	Office	Safe
2018_2414	60.59	8	Office	Safe
2018_2415	134.54	10	Warehouse	Safe
2018_2416	56.13	6	Office	Safe
2018_2417	153.5	1	Warehouse	Safe
2018_2418	48.26	3	Office	Safe
2018_2419	58.96	6	Office	Safe
2018_2420	49.85	5	Office	Safe
2018_2421	58.45	6	Office	Safe
2018_2422	44.1	2	Office	Safe
2018_2423	37.16	19	Office	Compliant
2018_2424	27.5	3	Office	Safe
2018_2425	35.44	2	Office	Safe
2018_2426	49.26	7	Office	Safe
2018_2427	46.99	7	Office	Safe
2018_2428	56.45	6	Office	Safe
2018_2429	48.95	2	Office	Safe
2018_2430	45.24	3	Office	Safe
2018_2431	184.32	11	Warehouse	Safe
2018_2432	203.85	12	Warehouse	Safe
2018_2433	31.35	7	Office	Safe
2018_2434	61.37	1	Office	Safe
2018_2435	56.14	6	Office	Safe
2018_2436	63.2	40	Office	NonCompliant
2018_2437	36.8	4	Office	Safe
2018_2438	69.29	4	Office	Safe
2018_2439	53.49	51	Office	NonCompliant
2018_2440	69.95	18	Office	Safe
2018_2441	46.81	9	Office	Safe
2018_2442	28.7	0	Office	Safe
2018_2443	50.39	5	Office	Safe
2018_2444	49.52	7	Office	Safe
2018_2445	51.38	4	Office	Safe
2018_2446	176.97	4	Warehouse	Safe
2018_2447	44.43	4	Office	Safe
2018_2448	45.24	4	Office	Safe
2018_2449	29.68	30	Office	Compliant
2018_2450	53.43	6	Office	Safe
2018_2451	149.55	7	Warehouse	Safe
2018_2452	164.83	53	Warehouse	Compliant
2018_2453	202.04	7	Warehouse	Safe
2018_2454	31.72	2	Office	Safe
2018_2455	137.16	16	Warehouse	Safe
2018_2456	48.79	6	Office	Safe
2018_2457	38.66	3	Office	Safe
2018_2458	186.47	10	Warehouse	Safe
2018_2459	57.01	7	Office	Safe
2018_2460	192.38	10	Warehouse	Safe
2018_2461	61.03	7	Office	Safe
2018_2462	166.45	17	Warehouse	Safe
2018_2463	45.63	8	Office	Safe
2018_2464	26.87	3	Office	Safe
2018_2465	38.68	4	Office	Safe
2018_2466	213.93	47	Warehouse	Compliant
2018_2467	74.2	3	Office	Safe
2018_2468	45.82	42	Office	NonCompliant
2018_2469	38.61	37	Office	Compliant
2018_2470	197.02	8	Warehouse	Safe
2018_2471	53.12	6	Office	Safe
2018_2472	197.87	74	Warehouse	NonCompliant
2018_2473	51.57	3	Office	Safe
2018_2474	170.91	12	Warehouse	Safe
2018_2475	67.27	3	Office	Safe
2018_2476	70.45	6	Office	Safe
2018_2477	41.93	2	Office	Safe
2018_2478	38.92	7	Office	Safe
2018_2479	58.07	5	Office	Safe
2018_2480	51.72	24	Office	Compliant
2018_2481	52.38	4	Office	Safe
2018_2482	63.62	6	Office	Safe
2018_2483	37.14	2	Office	Safe
2018_2484	60.27	33	Office	Compliant
2018_2485	222.08	11	Warehouse	Safe
2018_2486	46.2	5	Office	Safe
2018_2487	65.2	7	Office	Safe
2018_2488	51.35	2	Office	Safe
2018_2489	52.21	5	Office	Safe
2018_2490	167.88	6	Warehouse	Safe
2018_2491	64.34	47	Office	NonCompliant
2018_2492	181.77	18	Warehouse	Safe
2018_2493	46.83	2	Office	Safe
2018_2494	53.18	7	Office	Safe
2018_2495	57.64	4	Office	Safe
2018_2496	58.07	45	Office	NonCompliant
2018_2497	48.64	6	Office	Safe
2018_2498	185.15	10	Warehouse	Safe
2018_2499	49.41	38	Office	Compliant
2018_2500	66.86	6	Office	Safe
2018_2501	56.26	6	Office	Safe
2018_2502	55.23	8	Office	Safe
2018_2503	41.75	5	Office	Safe
2018_2504	53.49	4	Office	Safe
2018_2505	48.46	6	Office	Safe
2018_2506	181.35	13	Warehouse	Safe
2018_2507	39.31	3	Office	Safe
2018_2508	67.08	1	Office	Safe
2018_2509	53.31	25	Office	Compliant
2018_2510	55.2	1	Office	Safe
2018_2511	47.52	6	Office	Safe
2018_2512	47.95	5	Office	Safe
2018_2513	169.48	1	Warehouse	Safe
2018_2514	54.34	3	Office	Safe
2018_2515	60.37	7	Office	Safe
2018_2516	58.15	7	Office	Safe
2018_2517	183.97	11	Warehouse	Safe
2018_2518	199.42	8	Warehouse	Safe
2018_2519	34.34	0	Office	Safe
2018_2520	29.67	5	Office	Safe
2018_2521	50.25	6	Office	Safe
2018_2522	205.62	11	Warehouse	Safe
2018_2523	52.67	6	Office	Safe
2018_2524	168.04	12	Warehouse	Safe
2018_2525	182.6	10	Warehouse	Safe
2018_2526	54.87	4	Office	Safe
2018_2527	55.9	3	Office	Safe
2018_2528	164.47	7	Warehouse	Safe
2018_2529	51.98	3	Office	Safe
2018_2530	43.48	15	Office	Safe
2018_2531	52.25	5	Office	Safe
2018_2532	55.77	5	Office	Safe
2018_2533	63.36	6	Office	Safe
2018_2534	71.33	4	Office	Safe
2018_2535	52.31	25	Office	Compliant
2018_2536	65.39	5	Office	Safe
2018_2537	189.61	16	Warehouse	Safe
2018_2538	55.24	30	Office	Compliant
2018_2539	190.1	6	Warehouse	Safe
2018_2540	199.37	7	Warehouse	Safe
2018_2541	45.67	39	Office	Compliant
2018_2542	48.63	4	Office	Safe
2018_2543	47.97	27	Office	Compliant
2018_2544	176.3	18	Warehouse	Safe
2018_2545	40.4	5	Office	Safe
2018_2546	56.2	6	Office	Safe
2018_2547	166.87	15	Warehouse	Safe
2018_2548	57.87	41	Office	NonCompliant
2018_2549	63.86	2	Office	Safe
2018_2550	47.41	3	Office	Safe
2018_2551	50.56	5	Office	Safe
2018_2552	166.64	11	Warehouse	Safe
2018_2553	48.79	5	Office	Safe
2018_2554	184.28	70	Warehouse	NonCompliant
2018_2555	53.27	6	Office	Safe
2018_2556	41.54	27	Office	Compliant
2018_2557	40.95	35	Office	Compliant
2018_2558	181.82	6	Warehouse	Safe
2018_2559	45.9	6	Office	Safe
2018_2560	64.8	8	Office	Safe
2018_2561	171.99	13	Warehouse	Safe
2018_2562	51.12	4	Office	Safe
2018_2563	55.95	4	Office	Safe
2018_2564	53.45	4	Office	Safe
2018_2565	41.35	23	Office	Compliant
2018_2566	64.6	3	Office	Safe
2018_2567	44.31	4	Office	Safe
2018_2568	61.82	23	Office	Compliant
2018_2569	37.57	6	Office	Safe
2018_2570	49.34	3	Office	Safe
2018_2571	140.32	56	Warehouse	Compliant
2018_2572	170.11	49	Warehouse	Compliant
2018_2573	167.75	41	Warehouse	Compliant
2018_2574	185.58	3	Warehouse	Safe
2018_2575	48.75	6	Office	Safe
2018_2576	53	3	Office	Safe
2018_2577	66.13	4	Office	Safe
2018_2578	35.93	6	Office	Safe
2018_2579	59.08	5	Office	Safe
2018_2580	41.08	2	Office	Safe
2018_2581	244.79	9	Warehouse	Safe
2018_2582	47.64	10	Office	Safe
2018_2583	33.69	8	Office	Safe
2018_2584	45.52	4	Office	Safe
2018_2585	38.14	33	Office	Compliant
2018_2586	41.5	4	Office	Safe
2018_2587	196.95	11	Warehouse	Safe
2018_2588	67.34	1	Office	Safe
2018_2589	62.92	7	Office	Safe
2018_2590	48.01	6	Office	Safe
2018_2591	48.58	8	Office	Safe
2018_2592	228.96	13	Warehouse	Safe
2018_2593	50.32	5	Office	Safe
2018_2594	63.62	41	Office	NonCompliant
2018_2595	162.56	56	Warehouse	Compliant
2018_2596	153.81	18	Warehouse	Safe
2018_2597	55.03	2	Office	Safe
2018_2598	49.78	4	Office	Safe
2018_2599	46.25	2	Office	Safe
2018_2600	31.4	7	Office	Safe
2018_2601	162.56	23	Warehouse	Compliant
2018_2602	53.5	2	Office	Safe
2018_2603	38.69	22	Office	Compliant
2018_2604	62.48	8	Office	Safe
2018_2605	39.19	8	Office	Safe
2018_2606	45.58	5	Office	Safe
2018_2607	41.61	4	Office	Safe
2018_2608	52.11	4	Office	Safe
2018_2609	44.26	4	Office	Safe
2018_2610	179.4	2	Warehouse	Safe
2018_2611	72.91	30	Office	Compliant
2018_2612	48.35	3	Office	Safe
2018_2613	152.99	6	Warehouse	Safe
2018_2614	34.12	4	Office	Safe
2018_2615	64.86	8	Office	Safe
2018_2616	55.97	3	Office	Safe
2018_2617	75.54	7	Office	Safe
2018_2618	61.86	7	Office	Safe
2018_2619	49.41	6	Office	Safe
2018_2620	52.19	4	Office	Safe
2018_2621	51.53	2	Office	Safe
2018_2622	54.4	4	Office	Safe
2018_2623	60.1	5	Office	Safe
2018_2624	49.55	3	Office	Safe
2018_2625	168.77	10	Warehouse	Safe
2018_2626	48.84	4	Office	Safe
2018_2627	48.69	6	Office	Safe
2018_2628	46.99	6	Office	Safe
2018_2629	45.64	6	Office	Safe
2018_2630	67.57	7	Office	Safe
2018_2631	63.43	4	Office	Safe
2018_2632	180.29	20	Warehouse	Safe
2018_2633	57.82	7	Office	Safe
2018_2634	47.05	5	Office	Safe
2018_2635	53.11	3	Office	Safe
2018_2636	36.14	30	Office	Compliant
2018_2637	47.79	9	Office	Safe
2018_2638	70.32	4	Office	Safe
2018_2639	57.02	7	Office	Safe
2018_2640	41.45	37	Office	Compliant
2018_2641	45.94	6	Office	Safe
2018_2642	49.09	12	Office	Safe
2018_2643	46.39	7	Office	Safe
2018_2644	55.99	4	Office	Safe
2018_2645	48.74	4	Office	Safe
2018_2646	58.67	1	Office	Safe
2018_2647	169.54	12	Warehouse	Safe
2018_2648	43.65	2	Office	Safe
2018_2649	50.1	7	Office	Safe
2018_2650	43.18	4	Office	Safe
2018_2651	50.1	5	Office	Safe
2018_2652	42.03	4	Office	Safe
2018_2653	188.22	12	Warehouse	Safe
2018_2654	41.22	13	Office	Safe
2018_2655	38.7	5	Office	Safe
2018_2656	54.89	4	Office	Safe
2018_2657	54.05	1	Office	Safe
2018_2658	32.58	5	Office	Safe
2018_2659	54.22	35	Office	Compliant
2018_2660	41.02	9	Office	Safe
2018_2661	38.13	4	Office	Safe
2018_2662	192.22	6	Warehouse	Safe
2018_2663	48.98	3	Office	Safe
2018_2664	61.79	5	Office	Safe
2018_2665	42.52	10	Office	Safe
2018_2666	64.36	6	Office	Safe
2018_2667	179.11	6	Warehouse	Safe
2018_2668	54.82	5	Office	Safe
2018_2669	72.61	4	Office	Safe
2018_2670	60.07	6	Office	Safe
2018_2671	72.41	7	Office	Safe
2018_2672	31.38	7	Office	Safe
2018_2673	16.05	36	Office	Compliant
2018_2674	38.07	23	Office	Compliant
2018_2675	65.89	3	Office	Safe
2018_2676	175.76	5	Warehouse	Safe
2018_2677	46.35	35	Office	Compliant
2018_2678	54.41	6	Office	Safe
2018_2679	51.45	5	Office	Safe
2018_2680	52.88	4	Office	Safe
2018_2681	54.35	1	Office	Safe
2018_2682	57.11	3	Office	Safe
2018_2683	60.07	2	Office	Safe
2018_2684	40.3	43	Office	NonCompliant
2018_2685	54.33	38	Office	Compliant
2018_2686	159.11	16	Warehouse	Safe
2018_2687	39.05	3	Office	Safe
2018_2688	46.24	7	Office	Safe
2018_2689	52.01	7	Office	Safe
2018_2690	177.21	16	Warehouse	Safe
2018_2691	50.08	3	Office	Safe
2018_2692	50.72	6	Office	Safe
2018_2693	43.83	3	Office	Safe
2018_2694	187.98	15	Warehouse	Safe
2018_2695	197.56	57	Warehouse	Compliant
2018_2696	57.27	4	Office	Safe
2018_2697	171.51	8	Warehouse	Safe
2018_2698	49.49	3	Office	Safe
2018_2699	48.98	7	Office	Safe
2018_2700	45.05	4	Office	Safe
2018_2701	57.2	6	Office	Safe
2018_2702	45.73	3	Office	Safe
2018_2703	44.83	7	Office	Safe
2018_2704	167.46	14	Warehouse	Safe
2018_2705	29.93	4	Office	Safe
2018_2706	166.02	12	Warehouse	Safe
2018_2707	186.55	8	Warehouse	Safe
2018_2708	60.4	6	Office	Safe
2018_2709	45.51	3	Office	Safe
2018_2710	34.11	1	Office	Safe
2018_2711	41.34	3	Office	Safe
2018_2712	51.25	5	Office	Safe
2018_2713	39.94	6	Office	Safe
2018_2714	57.05	4	Office	Safe
2018_2715	54.86	4	Office	Safe
2018_2716	46.1	6	Office	Safe
2018_2717	39.94	4	Office	Safe
2018_2718	62.4	40	Office	NonCompliant
2018_2719	47.18	42	Office	NonCompliant
2018_2720	50.64	3	Office	Safe
2018_2721	178.28	71	Warehouse	NonCompliant
2018_2722	40	9	Office	Safe
2018_2723	194.15	12	Warehouse	Safe
2018_2724	55.01	6	Office	Safe
2018_2725	37.54	5	Office	Safe
2018_2726	64.57	29	Office	Compliant
2018_2727	55.15	9	Office	Safe
2018_2728	43.94	4	Office	Safe
2018_2729	38.94	8	Office	Safe
2018_2730	181.3	11	Warehouse	Safe
2018_2731	58.53	2	Office	Safe
2018_2732	49.22	5	Office	Safe
2018_2733	44.56	4	Office	Safe
2018_2734	53.99	4	Office	Safe
2018_2735	45.54	11	Office	Safe
2018_2736	55.11	3	Office	Safe
2018_2737	31.37	5	Office	Safe
2018_2738	49.73	26	Office	Compliant
2018_2739	43.73	8	Office	Safe
2018_2740	36.82	3	Office	Safe
2018_2741	39.4	8	Office	Safe
2018_2742	53.1	4	Office	Safe
2018_2743	45	7	Office	Safe
2018_2744	55.05	6	Office	Safe
2018_2745	42.27	4	Office	Safe
2018_2746	52.88	5	Office	Safe
2018_2747	180.26	15	Warehouse	Safe
2018_2748	46.69	6	Office	Safe
2018_2749	54.26	4	Office	Safe
2018_2750	47.62	5	Office	Safe
2018_2751	144.23	49	Warehouse	Compliant
2018_2752	66.27	5	Office	Safe
2018_2753	45.8	28	Office	Compliant
2018_2754	48.09	6	Office	Safe
2018_2755	68.64	9	Office	Safe
2018_2756	43.56	24	Office	Compliant
2018_2757	30.31	6	Office	Safe
2018_2758	50.68	4	Office	Safe
2018_2759	48.39	5	Office	Safe
2018_2760	51.19	5	Office	Safe
2018_2761	46.59	4	Office	Safe
2018_2762	37.81	34	Office	Compliant
2018_2763	43.8	3	Office	Safe
2018_2764	46.86	4	Office	Safe
2018_2765	52.53	25	Office	Compliant
2018_2766	45.22	39	Office	Compliant
2018_2767	43.3	5	Office	Safe
2018_2768	166.22	77	Warehouse	NonCompliant
2018_2769	74.47	5	Office	Safe
2018_2770	45.26	11	Office	Safe
2018_2771	66.96	4	Office	Safe
2018_2772	47.39	5	Office	Safe
2018_2773	211.99	6	Warehouse	Safe
2018_2774	192.77	14	Warehouse	Safe
2018_2775	187.67	17	Warehouse	Safe
2018_2776	53.56	2	Office	Safe
2018_2777	186.4	19	Warehouse	Safe
2018_2778	68.57	4	Office	Safe
2018_2779	64.54	7	Office	Safe
2018_2780	36.24	2	Office	Safe
2018_2781	71.84	3	Office	Safe
2018_2782	44.51	5	Office	Safe
2018_2783	52.03	5	Office	Safe
2018_2784	168.76	5	Warehouse	Safe
2018_2785	51.46	4	Office	Safe
2018_2786	40.49	5	Office	Safe
2018_2787	58.92	3	Office	Safe
2018_2788	49.54	9	Office	Safe
2018_2789	36.03	6	Office	Safe
2018_2790	164.38	8	Warehouse	Safe
2018_2791	39.21	5	Office	Safe
2018_2792	78.56	4	Office	Safe
2018_2793	48.81	6	Office	Safe
2018_2794	135.98	14	Warehouse	Safe
2018_2795	51.51	6	Office	Safe
2018_2796	60.35	2	Office	Safe
2018_2797	50.03	2	Office	Safe
2018_2798	203.13	11	Warehouse	Safe
2018_2799	58.83	3	Office	Safe
2018_2800	59.87	36	Office	Compliant
2018_2801	40.32	6	Office	Safe
2018_2802	187.45	4	Warehouse	Safe
2018_2803	40.97	6	Office	Safe
2018_2804	59.67	3	Office	Safe
2018_2805	54.83	40	Office	NonCompliant
2018_2806	52	3	Office	Safe
2018_2807	51.45	5	Office	Safe
2018_2808	41.47	6	Office	Safe
2018_2809	174.48	4	Warehouse	Safe
2018_2810	50.94	6	Office	Safe
2018_2811	158.86	14	Warehouse	Safe
2018_2812	51.54	22	Office	Compliant
2018_2813	50.28	21	Office	Compliant
2018_2814	47.57	5	Office	Safe
2018_2815	56.56	25	Office	Compliant
2018_2816	45.59	6	Office	Safe
2018_2817	48.47	6	Office	Safe
2018_2818	49.43	5	Office	Safe
2018_2819	32.71	17	Office	Safe
2018_2820	52.81	10	Office	Safe
2018_2821	145.73	9	Warehouse	Safe
2018_2822	57.34	2	Office	Safe
2018_2823	176.37	11	Warehouse	Safe
2018_2824	154.52	51	Warehouse	Compliant
2018_2825	36.89	6	Office	Safe
2018_2826	45.44	29	Office	Compliant
2018_2827	41.67	1	Office	Safe
2018_2828	58.86	42	Office	NonCompliant
2018_2829	169.78	15	Warehouse	Safe
2018_2830	51.05	4	Office	Safe
2018_2831	61.48	3	Office	Safe
2018_2832	48.47	3	Office	Safe
2018_2833	50.71	7	Office	Safe
2018_2834	65.17	4	Office	Safe
2018_2835	51.11	25	Office	Compliant
2018_2836	36.76	7	Office	Safe
2018_2837	162.68	5	Warehouse	Safe
2018_2838	47.47	7	Office	Safe
2018_2839	57.89	6	Office	Safe
2018_2840	46.26	7	Office	Safe
2018_2841	58.2	17	Office	Safe
2018_2842	69.15	3	Office	Safe
2018_2843	41.65	7	Office	Safe
2018_2844	65.3	5	Office	Safe
2018_2845	70.3	3	Office	Safe
2018_2846	62.09	3	Office	Safe
2018_2847	35.2	6	Office	Safe
2018_2848	50.96	1	Office	Safe
2018_2849	47.55	3	Office	Safe
2018_2850	67.19	4	Office	Safe
2018_2851	47.25	23	Office	Compliant
2018_2852	60.59	6	Office	Safe
2018_2853	42.87	4	Office	Safe
2018_2854	44.52	1	Office	Safe
2018_2855	154.59	19	Warehouse	Safe
2018_2856	55.41	3	Office	Safe
2018_2857	43.86	8	Office	Safe
2018_2858	37.21	5	Office	Safe
2018_2859	42.21	6	Office	Safe
2018_2860	41.42	6	Office	Safe
2018_2861	161.64	10	Warehouse	Safe
2018_2862	52.43	11	Office	Safe
2018_2863	58.22	5	Office	Safe
2018_2864	69.02	5	Office	Safe
2018_2865	49.41	4	Office	Safe
